110,1665591744,34.1796643,71.8576195,356,AUTO
111,1665591744,34.1796869,71.8576203,356,AUTO
112,1665591745,34.1796983,71.8576207,356,AUTO
113,1665591745,34.1797213,71.8576216,356,AUTO
114,1665591746,34.1797452,71.8576225,356,AUTO
115,1665591746,34.1797683,71.8576232,356,AUTO
116,1665591747,34.1797914,71.8576239,356,AUTO
117,1665591747,34.1798145,71.8576245,356,AUTO
118,1665591748,34.1798372,71.8576251,355,AUTO
119,1665591748,34.1798609,71.8576256,355,AUTO
120,1665591748,34.1798725,71.8576259,355,AUTO
121,1665591749,34.1798955,71.8576261,355,AUTO
122,1665591749,34.1799183,71.8576263,355,AUTO
123,1665591750,34.1799413,71.8576265,355,AUTO
124,1665591750,34.1799644,71.8576268,355,AUTO
125,1665591751,34.1799882,71.8576272,354,AUTO
126,1665591751,34.1800112,71.8576277,355,AUTO
127,1665591752,34.1800343,71.857628,354,AUTO
128,1665591752,34.1800459,71.8576282,354,AUTO
129,1665591753,34.1800689,71.8576283,354,AUTO
130,1665591753,34.180092,71.8576285,354,AUTO
131,1665591754,34.1801159,71.8576288,354,AUTO
132,1665591754,34.1801389,71.857629,354,AUTO
133,1665591755,34.1801617,71.8576292,354,AUTO
134,1665591755,34.1801837,71.8576292,354,AUTO
135,1665591756,34.1802066,71.8576296,354,AUTO
136,1665591756,34.180218,71.8576298,354,AUTO
137,1665591757,34.180241,71.8576298,354,AUTO
138,1665591757,34.1802651,71.8576296,354,AUTO
139,1665591758,34.1802885,71.8576294,354,AUTO
140,1665591758,34.1803107,71.8576296,354,AUTO
141,1665591759,34.1803223,71.8576297,354,AUTO
142,1665591759,34.1803453,71.8576298,354,AUTO
143,1665591760,34.1803684,71.85763,354,AUTO
144,1665591760,34.1803922,71.85763,354,AUTO
145,1665591761,34.1804151,71.8576301,354,AUTO
146,1665591761,34.1804265,71.8576302,354,AUTO
147,1665591761,34.1804494,71.85763,354,AUTO
148,1665591762,34.1804724,71.8576303,354,AUTO
149,1665591762,34.1804953,71.8576305,354,AUTO
150,1665591763,34.1805193,71.8576308,354,AUTO
151,1665591764,34.1805417,71.8576314,354,AUTO
152,1665591764,34.1805647,71.8576317,353,AUTO
153,1665591764,34.1805762,71.8576316,354,AUTO
154,1665591765,34.1805993,71.8576315,354,AUTO
155,1665591765,34.1806224,71.8576315,354,AUTO
156,1665591766,34.1806461,71.8576313,354,AUTO
157,1665591766,34.1806574,71.8576314,354,AUTO
158,1665591767,34.1806808,71.8576315,354,AUTO
159,1665591767,34.1807038,71.8576317,354,AUTO
160,1665591768,34.1807269,71.8576318,355,AUTO
161,1665591769,34.1807724,71.8576321,354,AUTO
162,1665591769,34.1807848,71.8576321,354,AUTO
163,1665591770,34.1808083,71.8576322,354,AUTO
164,1665591770,34.1808313,71.8576323,354,AUTO
165,1665591770,34.1808429,71.8576324,355,AUTO
166,1665591771,34.1808661,71.8576325,355,AUTO
167,1665591771,34.1808891,71.8576326,355,AUTO
168,1665591772,34.1809128,71.8576326,354,AUTO
169,1665591772,34.1809359,71.8576328,355,AUTO
170,1665591773,34.1809473,71.857633,355,AUTO
171,1665591773,34.1809702,71.8576333,355,AUTO
172,1665591774,34.1809929,71.8576335,354,AUTO
173,1665591774,34.1810141,71.8576335,355,AUTO
174,1665591775,34.1810359,71.8576337,354,AUTO
175,1665591775,34.1810473,71.8576337,354,AUTO
176,1665591776,34.181072,71.857634,354,AUTO
177,1665591776,34.1810945,71.8576343,354,AUTO
178,1665591777,34.1811173,71.8576346,353,AUTO
179,1665591777,34.1811407,71.8576345,352,AUTO
180,1665591777,34.1811531,71.8576346,353,AUTO
181,1665591778,34.1811771,71.8576343,353,AUTO
182,1665591781,34.1813153,71.8576345,354,AUTO
183,1665591781,34.1813273,71.857635,353,AUTO
184,1665591782,34.1813498,71.8576357,353,AUTO
185,1665591782,34.1813726,71.8576361,353,AUTO
186,1665591783,34.1813956,71.8576363,352,AUTO
187,1665591783,34.1814079,71.8576364,353,AUTO
188,1665591784,34.1814543,71.8576367,352,AUTO
189,1665591785,34.1814761,71.8576369,352,AUTO
190,1665591785,34.1814989,71.8576371,353,AUTO
191,1665591786,34.1815225,71.8576378,353,AUTO
192,1665591786,34.1815339,71.8576381,353,AUTO
193,1665591787,34.1815557,71.8576385,352,AUTO
194,1665591787,34.1815786,71.8576388,352,AUTO
195,1665591788,34.1816023,71.8576388,353,AUTO
196,1665591788,34.181625,71.8576387,353,AUTO
197,1665591789,34.1816373,71.8576387,353,AUTO
198,1665591789,34.1816601,71.8576388,353,AUTO
