1,1665591691,34.1791666,71.8566177,0,AUTO
2,1665591691,34.1791666,71.8566187,1,AUTO
3,1665591692,34.179167,71.8566186,1,AUTO
4,1665591692,34.1791671,71.8566186,1,AUTO
5,1665591693,34.1791671,71.8566186,0,AUTO
6,1665591693,34.1791673,71.8566179,1,AUTO
7,1665591694,34.1791675,71.8566176,1,AUTO
8,1665591694,34.1791676,71.8566172,1,AUTO
9,1665591695,34.1791671,71.8566173,1,AUTO
10,1665591695,34.1791666,71.8566177,1,AUTO
11,1665591696,34.1791658,71.8566185,1,AUTO
12,1665591696,34.1791656,71.856619,1,AUTO
13,1665591697,34.1791658,71.8566189,0,AUTO
14,1665591697,34.1791663,71.856618,0,AUTO
15,1665591698,34.1791667,71.8566173,0,AUTO
16,1665591698,34.1791665,71.8566171,0,AUTO
17,1665591698,34.1791665,71.8566169,0,AUTO
18,1665591699,34.1791664,71.856617,0,AUTO
19,1665591699,34.1791662,71.8566172,0,AUTO
20,1665591700,34.1791662,71.8566174,0,AUTO
21,1665591700,34.1791664,71.8566173,0,AUTO
22,1665591701,34.1791666,71.8566174,0,AUTO
23,1665591701,34.1791664,71.8566178,0,AUTO
24,1665591702,34.1791665,71.8566177,0,AUTO
25,1665591702,34.1791666,71.8566177,0,AUTO
26,1665591703,34.1791671,71.85662,1,AUTO
27,1665591703,34.1791674,71.8566225,0,AUTO
28,1665591704,34.1791686,71.8566303,17,AUTO
29,1665591704,34.1791693,71.8566415,54,AUTO
30,1665591705,34.1791702,71.8566544,79,AUTO
31,1665591705,34.1791712,71.8566615,80,AUTO
32,1665591706,34.1791738,71.8566773,77,AUTO
33,1665591706,34.1791764,71.8566932,77,AUTO
34,1665591707,34.1791793,71.8567102,78,AUTO
35,1665591707,34.1791809,71.8567197,78,AUTO
36,1665591708,34.1791839,71.8567375,78,AUTO
37,1665591708,34.1791869,71.8567553,79,AUTO
38,1665591708,34.1791899,71.8567731,79,AUTO
39,1665591709,34.1791928,71.8567909,80,AUTO
40,1665591709,34.1791941,71.8567998,80,AUTO
41,1665591710,34.1791968,71.8568182,80,AUTO
42,1665591710,34.1791996,71.8568357,80,AUTO
43,1665591711,34.1792026,71.8568532,80,AUTO
44,1665591711,34.179204,71.8568619,81,AUTO
45,1665591712,34.1792067,71.8568792,81,AUTO
46,1665591713,34.1792123,71.8569124,81,AUTO
47,1665591713,34.1792147,71.8569299,82,AUTO
48,1665591714,34.1792159,71.8569389,81,AUTO
49,1665591714,34.179218,71.8569556,81,AUTO
50,1665591715,34.1792199,71.856971,81,AUTO
51,1665591715,34.1792216,71.8569873,81,AUTO
52,1665591716,34.1792233,71.8570037,79,AUTO
53,1665591716,34.1792254,71.8570195,78,AUTO
54,1665591716,34.1792276,71.857036,78,AUTO
55,1665591717,34.1792299,71.8570532,79,AUTO
56,1665591717,34.1792319,71.8570689,79,AUTO
57,1665591718,34.179234,71.8570851,78,AUTO
58,1665591718,34.1792366,71.8571031,78,AUTO
59,1665591719,34.1792378,71.8571117,77,AUTO
60,1665591719,34.1792405,71.8571288,78,AUTO
61,1665591720,34.1792428,71.8571441,78,AUTO
62,1665591720,34.1792451,71.8571603,78,AUTO
63,1665591721,34.1792474,71.857177,77,AUTO
64,1665591721,34.1792499,71.8571933,77,AUTO
65,1665591722,34.1792525,71.8572106,77,AUTO
66,1665591723,34.1792557,71.8572356,77,AUTO
67,1665591723,34.1792576,71.8572514,76,AUTO
68,1665591724,34.1792597,71.8572685,76,AUTO
69,1665591724,34.1792609,71.857277,76,AUTO
70,1665591725,34.1792632,71.857294,76,AUTO
71,1665591725,34.1792654,71.8573103,76,AUTO
72,1665591725,34.1792678,71.857327,75,AUTO
73,1665591726,34.1792703,71.8573433,75,AUTO
74,1665591726,34.1792729,71.8573605,76,AUTO
75,1665591727,34.1792742,71.857369,76,AUTO
76,1665591727,34.1792768,71.8573868,76,AUTO
77,1665591728,34.1792806,71.8574125,76,AUTO
78,1665591728,34.1792819,71.857421,76,AUTO
79,1665591729,34.1792845,71.8574381,76,AUTO
80,1665591729,34.1792871,71.857455,76,AUTO
81,1665591730,34.1792897,71.8574725,76,AUTO
82,1665591730,34.1792918,71.8574888,76,AUTO
83,1665591731,34.1792929,71.8574973,75,AUTO
84,1665591731,34.1792951,71.8575137,75,AUTO
85,1665591732,34.1792975,71.8575308,75,AUTO
86,1665591732,34.1792997,71.8575485,75,AUTO
87,1665591733,34.1793021,71.8575656,74,AUTO
88,1665591733,34.1793051,71.8575816,64,AUTO
89,1665591734,34.1793075,71.8575878,43,AUTO
90,1665591734,34.1793141,71.857597,21,AUTO
91,1665591735,34.1793241,71.8576024,13,AUTO
92,1665591735,34.1793375,71.8576059,6,AUTO
93,1665591735,34.1793523,71.8576079,3,AUTO
94,1665591736,34.1793603,71.8576084,2,AUTO
95,1665591736,34.1793774,71.8576091,2,AUTO
96,1665591737,34.1793946,71.8576096,1,AUTO
97,1665591737,34.1794125,71.8576099,1,AUTO
98,1665591738,34.179431,71.8576104,1,AUTO
99,1665591738,34.1794406,71.8576108,0,AUTO
100,1665591739,34.1794594,71.8576117,0,AUTO
101,1665591739,34.1794787,71.8576126,0,AUTO
102,1665591740,34.1794999,71.8576138,0,AUTO
103,1665591740,34.1795207,71.8576145,359,AUTO
104,1665591741,34.1795418,71.8576151,359,AUTO
105,1665591741,34.1795632,71.857616,358,AUTO
106,1665591742,34.179574,71.8576166,358,AUTO
107,1665591742,34.1795958,71.8576175,358,AUTO
108,1665591743,34.1796189,71.8576183,357,AUTO
109,1665591743,34.1796416,71.8576188,357,AUTO
